157,-95500,178465.060625,12.83,0.01
158,-115891,171860.21771875,14.571,0.01
159,-101852,181192.3029140625,13.472,0.01
160,-86276,150032.8252578125,11.728,0.01
161,-93326,154018.61440820314,12.646,0.01
162,-100864,148166.3145751953,13.278,0.01
163,-104884,132817.78443554687,13.372,0.01
164,-116104,154577.84622265626,14.47,0.01
165,-71223,134786.17473828126,10.429,0.01
166,-104109,145771.21373632812,13.479,0.01
167,-99330,170746.87787402343,12.946,0.01
168,-125771,162522.97222460937,15.093,0.01
169,-90532,137477.8561660156,12.226,0.01
170,-102994,130538.501578125,13.234,0.01
171,-115317,123388.70102246094,14.357,0.01
172,-127964,148920.26739746094,15.168,0.01
173,-112425,146767.73654785156,13.311,0.01
174,-97499,147852.55998242187,12.977,0.01
175,-115930,173676.996,14.076,0.01
176,-156170,153791.86749902344,16.83,0.01
177,-119777,181185.22739257812,14.341,0.01
178,-81947,175346.06372265625,11.703,0.01
179,-105462,158807.42947851564,13.678,0.01
180,-64461,175010.6234609375,10.349,0.01
181,-76371,172644.9369140625,11.297,0.01
182,-84189,193175.10809960938,12.067,0.01
183,-55401,176456.0661328125,9.565,0.01
184,-98032,200447.338359375,13.282,0.01
185,-76720,152313.58266015624,11.528,0.01
186,-102402,160407.12769726562,13.186,0.01
187,-123657,153213.41634375,15.031,0.01
188,-122041,166447.79900390626,15.035,0.01
189,-79093,151390.350453125,11.433,0.01
190,-74927,139502.41078710937,11.085,0.01
191,-105870,148178.41344140624,13.87,0.01
192,-69931,167896.4330234375,10.663,0.01
193,-79035,124311.06507421876,11.467,0.01
194,-110949,136419.606046875,14.149,0.01
195,-134332,143122.0601640625,16.012,0.01
196,-129134,131162.53357617187,15.474,0.01
197,-76411,149157.44075,10.997,0.01
198,-85881,191722.0607578125,11.733,0.01
199,-77550,146959.1378203125,11.414,0.01
200,-109998,186317.5913515625,14.04,0.01
